RecordID,WorkerID,InductionType,InductionDate,InductionScore
3682,862,Chemical Safety,31-01-17,89
4148,972,Fire Safety,02-02-17,88
460,120,First Aid,03-02-17,87
3675,861,Chemical Safety,05-02-17,99
3109,739,Equipment Handling,06-02-17,41
23,5,First Aid,07-02-17,98
3583,844,Chemical Safety,07-02-17,12
2025,484,Chemical Safety,08-02-17,87
3547,835,First Aid,08-02-17,60
1234,296,Fire Safety,09-02-17,35
1065,262,Chemical Safety,10-02-17,4
1689,412,Fire Safety,10-02-17,91
1808,438,Emergency Response,12-02-17,11
2055,491,Emergency Response,12-02-17,8
2296,540,Emergency Response,12-02-17,98
3228,764,Chemical Safety,12-02-17,87
3726,870,First Aid,12-02-17,94
2252,529,First Aid,14-02-17,40
2393,568,Emergency Response,14-02-17,100
305,79,Emergency Response,15-02-17,82
2408,571,Emergency Response,16-02-17,80
3069,726,Emergency Response,16-02-17,26
1119,272,Chemical Safety,17-02-17,34
1755,423,First Aid,19-02-17,26
4201,985,Chemical Safety,20-02-17,77
669,172,Fire Safety,22-02-17,30
2986,708,Fire Safety,22-02-17,69
2978,707,Fire Safety,23-02-17,1
4039,947,First Aid,23-02-17,53
58,13,Emergency Response,25-02-17,92
1622,393,Equipment Handling,25-02-17,85
3885,909,First Aid,26-02-17,85
3768,881,First Aid,28-02-17,82
910,229,Fire Safety,01-03-17,100
2132,503,First Aid,03-03-17,78
3503,827,Fire Safety,03-03-17,80
987,243,Emergency Response,04-03-17,83
1041,255,Chemical Safety,04-03-17,87
638,166,Emergency Response,10-03-17,83
1741,420,Equipment Handling,12-03-17,86
3691,864,Fire Safety,12-03-17,42
2607,616,Equipment Handling,13-03-17,72
1074,264,Emergency Response,14-03-17,100
1593,386,Equipment Handling,15-03-17,85
3105,737,Equipment Handling,15-03-17,8
314,81,Equipment Handling,16-03-17,87
830,211,Chemical Safety,16-03-17,7
2681,636,Fire Safety,16-03-17,83
2733,649,Chemical Safety,16-03-17,17
118,26,First Aid,18-03-17,88
3092,732,First Aid,18-03-17,81
2364,560,Chemical Safety,20-03-17,14
2851,677,Fire Safety,20-03-17,22
3563,839,First Aid,22-03-17,14
3465,817,Chemical Safety,24-03-17,60
1335,323,Emergency Response,25-03-17,82
3535,832,Chemical Safety,25-03-17,87
4182,982,Emergency Response,25-03-17,94
682,174,Chemical Safety,26-03-17,47
2543,601,Emergency Response,26-03-17,70
3864,904,Fire Safety,26-03-17,87
940,233,First Aid,28-03-17,59
4245,991,Emergency Response,29-03-17,80
3848,900,Emergency Response,01-04-17,100
74,18,Emergency Response,02-04-17,69
1245,299,First Aid,04-04-17,1
3735,871,First Aid,04-04-17,73
291,77,Equipment Handling,05-04-17,45
504,133,Equipment Handling,05-04-17,38
886,223,Emergency Response,05-04-17,87
1300,313,Equipment Handling,05-04-17,57
2356,559,First Aid,06-04-17,31
2248,527,Equipment Handling,08-04-17,33
416,111,Equipment Handling,09-04-17,96
1408,342,First Aid,10-04-17,91
2873,682,Fire Safety,10-04-17,81
2641,625,Emergency Response,11-04-17,99
401,106,Chemical Safety,13-04-17,61
3306,780,Equipment Handling,13-04-17,58
3359,792,Emergency Response,19-04-17,80
4237,990,Equipment Handling,20-04-17,54
4278,998,Emergency Response,20-04-17,34
1014,250,Emergency Response,21-04-17,35
2561,605,First Aid,21-04-17,97
2038,488,First Aid,22-04-17,95
2295,539,Fire Safety,23-04-17,85
730,187,Emergency Response,24-04-17,81
1154,280,Equipment Handling,24-04-17,46
4128,967,Chemical Safety,27-04-17,41
3283,775,First Aid,29-04-17,89
3994,936,Fire Safety,29-04-17,33
923,231,Emergency Response,30-04-17,91
4143,970,Fire Safety,03-05-17,91
2212,516,First Aid,04-05-17,16
3322,783,Equipment Handling,04-05-17,87
1099,267,First Aid,05-05-17,84
2017,483,Emergency Response,05-05-17,31
2652,627,First Aid,05-05-17,92
1180,284,First Aid,08-05-17,63
1693,413,Chemical Safety,08-05-17,96
2969,706,Fire Safety,10-05-17,89
384,102,First Aid,13-05-17,47
606,155,Equipment Handling,14-05-17,86
4064,953,First Aid,16-05-17,87
1322,318,Chemical Safety,18-05-17,57
2193,513,Chemical Safety,18-05-17,51
1700,414,Equipment Handling,22-05-17,92
704,179,Chemical Safety,23-05-17,89
2525,598,Chemical Safety,23-05-17,86
529,138,Emergency Response,24-05-17,41
38,8,Fire Safety,25-05-17,97
2076,494,Emergency Response,29-05-17,72
2489,588,Fire Safety,30-05-17,62
3051,723,Emergency Response,30-05-17,30
1872,454,First Aid,01-06-17,82
2086,496,Chemical Safety,02-06-17,14
2842,676,Fire Safety,03-06-17,17
578,147,Emergency Response,04-06-17,76
2785,661,Equipment Handling,04-06-17,76
3128,743,Emergency Response,05-06-17,100
817,208,Fire Safety,06-06-17,96
2942,700,First Aid,06-06-17,22
4047,948,Equipment Handling,06-06-17,83
3022,718,Emergency Response,08-06-17,52
3478,821,Chemical Safety,08-06-17,97
1171,283,Equipment Handling,09-06-17,52
2063,492,Fire Safety,09-06-17,84
1494,363,Equipment Handling,10-06-17,86
3972,930,Chemical Safety,10-06-17,13
172,43,Chemical Safety,11-06-17,86
351,91,Emergency Response,11-06-17,50
2797,665,First Aid,11-06-17,88
1638,401,Fire Safety,12-06-17,80
2739,650,First Aid,12-06-17,26
1391,339,Chemical Safety,13-06-17,7
2657,628,Chemical Safety,13-06-17,18
3985,934,Chemical Safety,15-06-17,23
645,167,Chemical Safety,16-06-17,96
2400,569,Chemical Safety,17-06-17,74
2802,666,Fire Safety,17-06-17,6
2690,640,Emergency Response,18-06-17,0
1398,340,First Aid,20-06-17,84
2001,480,Emergency Response,20-06-17,39
3172,753,Equipment Handling,20-06-17,91
2102,498,Chemical Safety,23-06-17,8
2314,544,Equipment Handling,24-06-17,8
2678,635,First Aid,24-06-17,47
3816,892,Chemical Safety,26-06-17,91
1647,402,Fire Safety,28-06-17,71
3924,917,Chemical Safety,28-06-17,89
130,29,Emergency Response,29-06-17,6
3291,776,Chemical Safety,30-06-17,9
1978,475,Equipment Handling,01-07-17,49
335,87,Fire Safety,03-07-17,56
3078,728,Chemical Safety,03-07-17,39
485,126,Fire Safety,04-07-17,86
4134,969,First Aid,04-07-17,98
3747,874,Equipment Handling,05-07-17,80
341,88,Equipment Handling,06-07-17,36
1676,409,Equipment Handling,06-07-17,91
3786,887,First Aid,06-07-17,20
227,57,Chemical Safety,07-07-17,80
1788,432,First Aid,07-07-17,24
2887,684,Fire Safety,08-07-17,82
3952,924,First Aid,08-07-17,90
1728,418,Chemical Safety,10-07-17,61
545,140,Fire Safety,11-07-17,87
2698,642,First Aid,12-07-17,98
4191,983,Emergency Response,12-07-17,21
2914,692,First Aid,13-07-17,73
2046,489,Fire Safety,15-07-17,98
2718,647,Fire Safety,16-07-17,18
3268,772,Emergency Response,18-07-17,35
3151,749,Chemical Safety,19-07-17,84
1581,383,Fire Safety,21-07-17,93
2110,499,First Aid,22-07-17,100
2825,672,Fire Safety,22-07-17,83
3945,923,Emergency Response,22-07-17,87
3496,826,Emergency Response,25-07-17,89
3527,831,First Aid,27-07-17,83
3709,867,Equipment Handling,27-07-17,64
562,143,Emergency Response,28-07-17,76
565,144,Chemical Safety,29-07-17,28
2574,607,Fire Safety,01-08-17,96
186,47,Fire Safety,03-08-17,82
320,84,First Aid,03-08-17,65
269,73,Fire Safety,06-08-17,95
1212,290,Fire Safety,07-08-17,3
1278,309,Fire Safety,07-08-17,85
2283,537,Chemical Safety,07-08-17,31
1091,266,Fire Safety,09-08-17,93
965,240,First Aid,11-08-17,98
3610,849,Fire Safety,11-08-17,19
1844,448,First Aid,12-08-17,96
1555,375,Emergency Response,13-08-17,23
2957,704,First Aid,14-08-17,84
4262,995,First Aid,15-08-17,2
2581,608,Emergency Response,16-08-17,62
1110,270,Chemical Safety,17-08-17,38
2149,506,Fire Safety,17-08-17,70
2928,695,Fire Safety,18-08-17,4
574,145,Equipment Handling,20-08-17,98
3204,760,Emergency Response,20-08-17,3
1368,332,Emergency Response,21-08-17,65
432,114,Emergency Response,23-08-17,82
781,199,Fire Safety,23-08-17,76
1763,427,Emergency Response,24-08-17,90
3405,804,Emergency Response,24-08-17,80
1825,440,First Aid,25-08-17,63
3568,841,Emergency Response,25-08-17,99
2946,701,Chemical Safety,26-08-17,91
2701,643,Emergency Response,27-08-17,55
3636,855,Emergency Response,27-08-17,78
519,136,Emergency Response,28-08-17,84
3617,850,Chemical Safety,28-08-17,40
2863,681,Fire Safety,31-08-17,91
146,36,Emergency Response,01-09-17,41
1354,328,Chemical Safety,01-09-17,61
1329,320,First Aid,02-09-17,74
1996,479,Emergency Response,02-09-17,45
285,76,Chemical Safety,05-09-17,89
1604,388,First Aid,06-09-17,84
3390,801,Chemical Safety,06-09-17,41
1361,330,Chemical Safety,07-09-17,49
3669,860,Chemical Safety,07-09-17,81
1031,252,Chemical Safety,09-09-17,77
745,191,Emergency Response,10-09-17,42
2009,482,Equipment Handling,11-09-17,96
3217,762,Chemical Safety,11-09-17,81
3160,750,Chemical Safety,12-09-17,53
4099,960,First Aid,12-09-17,39
2600,614,Emergency Response,13-09-17,100
3086,730,Fire Safety,13-09-17,62
3125,742,Equipment Handling,14-09-17,61
721,183,First Aid,16-09-17,30
3352,790,Fire Safety,16-09-17,94
1922,464,Emergency Response,17-09-17,84
2505,592,Fire Safety,17-09-17,15
2792,662,Fire Safety,17-09-17,7
837,212,Chemical Safety,18-09-17,73
1630,396,Emergency Response,18-09-17,63
3367,794,First Aid,18-09-17,7
223,56,Fire Safety,19-09-17,60
2883,683,Chemical Safety,19-09-17,4
554,142,Chemical Safety,20-09-17,61
1341,324,Fire Safety,21-09-17,85
2438,576,First Aid,21-09-17,99
3117,740,First Aid,21-09-17,46
1663,406,Chemical Safety,22-09-17,20
3901,911,Chemical Safety,22-09-17,69
34,6,Fire Safety,23-09-17,86
298,78,Emergency Response,23-09-17,95
713,181,Equipment Handling,24-09-17,95
2049,490,Emergency Response,24-09-17,64
3474,820,Fire Safety,25-09-17,12
1050,256,Emergency Response,28-09-17,84
3329,784,First Aid,28-09-17,91
3198,759,Chemical Safety,29-09-17,36
200,51,Emergency Response,30-09-17,84
2325,548,Chemical Safety,30-09-17,72
1292,312,Emergency Response,01-10-17,72
1542,372,Fire Safety,01-10-17,57
3717,868,Chemical Safety,01-10-17,46
2831,673,Fire Safety,02-10-17,97
213,55,Chemical Safety,03-10-17,81
1882,455,Equipment Handling,03-10-17,38
3242,766,First Aid,03-10-17,94
1614,392,Emergency Response,04-10-17,51
769,196,Emergency Response,05-10-17,88
3145,748,Fire Safety,05-10-17,25
278,74,Equipment Handling,06-10-17,99
3015,717,Emergency Response,06-10-17,83
143,33,Fire Safety,07-10-17,67
2454,579,Equipment Handling,10-10-17,87
655,169,Equipment Handling,11-10-17,87
978,242,Emergency Response,13-10-17,100
1225,295,Emergency Response,13-10-17,96
1459,356,Equipment Handling,14-10-17,70
1955,472,Emergency Response,14-10-17,98
266,72,First Aid,15-10-17,23
4017,942,Equipment Handling,15-10-17,87
1518,366,Equipment Handling,16-10-17,86
2571,606,Fire Safety,16-10-17,47
3776,883,Equipment Handling,16-10-17,81
675,173,Emergency Response,19-10-17,9
3256,769,Fire Safety,19-10-17,88
972,241,Chemical Safety,20-10-17,30
1085,265,Fire Safety,20-10-17,20
3056,724,Fire Safety,22-10-17,69
100,22,Equipment Handling,24-10-17,59
2264,532,Equipment Handling,25-10-17,87
2635,624,Chemical Safety,28-10-17,76
52,12,Fire Safety,30-10-17,98
3260,770,Emergency Response,30-10-17,89
2446,577,Fire Safety,04-11-17,98
2587,609,Emergency Response,04-11-17,87
3319,782,Equipment Handling,04-11-17,19
1023,251,First Aid,05-11-17,95
3595,846,Emergency Response,06-11-17,85
3761,880,Fire Safety,06-11-17,8
2291,538,First Aid,07-11-17,81
2907,691,Chemical Safety,07-11-17,84
2273,535,Chemical Safety,08-11-17,90
1780,431,Chemical Safety,10-11-17,90
2998,713,Fire Safety,10-11-17,76
3840,899,Emergency Response,10-11-17,62
3040,721,Chemical Safety,11-11-17,95
2120,501,Fire Safety,12-11-17,18
3651,858,First Aid,12-11-17,89
161,39,Equipment Handling,13-11-17,76
1504,364,First Aid,13-11-17,92
1972,474,Chemical Safety,14-11-17,85
4112,963,Chemical Safety,14-11-17,16
4248,992,Fire Safety,14-11-17,100
412,110,Chemical Safety,15-11-17,46
440,115,Fire Safety,16-11-17,74
2895,687,Chemical Safety,16-11-17,100
3488,824,Fire Safety,17-11-17,86
1486,362,Chemical Safety,18-11-17,80
4225,988,Emergency Response,18-11-17,1
2166,508,Emergency Response,21-11-17,38
1258,303,Equipment Handling,23-11-17,88
2223,518,Fire Safety,25-11-17,31
4159,974,Fire Safety,25-11-17,24
2432,575,Fire Safety,26-11-17,81
4114,964,Emergency Response,26-11-17,67
798,203,Equipment Handling,27-11-17,96
1910,462,Chemical Safety,27-11-17,99
397,105,Fire Safety,28-11-17,91
3435,812,Equipment Handling,30-11-17,36
3810,891,Equipment Handling,30-11-17,60
4270,996,First Aid,30-11-17,2
3520,830,Chemical Safety,01-12-17,59
757,194,Chemical Safety,02-12-17,87
846,213,Fire Safety,04-12-17,8
3226,763,Chemical Safety,04-12-17,91
4209,986,Chemical Safety,04-12-17,85
158,38,Chemical Safety,06-12-17,90
10,2,Emergency Response,07-12-17,55
2372,561,Equipment Handling,07-12-17,99
3277,773,First Aid,07-12-17,83
3398,803,First Aid,07-12-17,82
2157,507,Emergency Response,08-12-17,34
1858,451,First Aid,10-12-17,95
3660,859,Equipment Handling,10-12-17,52
3456,815,Chemical Safety,12-12-17,98
2306,543,Emergency Response,13-12-17,100
3555,837,Chemical Safety,13-12-17,66
628,161,Emergency Response,14-12-17,30
2138,504,Chemical Safety,14-12-17,94
1002,247,Equipment Handling,15-12-17,98
2175,509,Emergency Response,17-12-17,87
874,220,Equipment Handling,19-12-17,66
946,235,Fire Safety,19-12-17,20
2777,659,Fire Safety,19-12-17,72
3181,755,Equipment Handling,19-12-17,89
3825,893,Fire Safety,19-12-17,91
720,182,Fire Safety,21-12-17,84
1712,416,Fire Safety,21-12-17,2
3428,811,Fire Safety,21-12-17,80
4162,975,Emergency Response,21-12-17,63
92,21,Equipment Handling,23-12-17,85
135,31,Emergency Response,23-12-17,12
536,139,First Aid,23-12-17,27
3974,931,Emergency Response,23-12-17,12
3195,758,Equipment Handling,25-12-17,90
4122,966,Chemical Safety,25-12-17,91
1571,381,Emergency Response,27-12-17,61
2423,574,Emergency Response,27-12-17,97
2535,600,First Aid,28-12-17,12
1380,336,Emergency Response,29-12-17,86
2768,657,Chemical Safety,29-12-17,84
471,121,Chemical Safety,30-12-17,36
736,188,Emergency Response,30-12-17,41
933,232,Chemical Safety,30-12-17,46
522,137,Equipment Handling,31-12-17,76
1126,273,Chemical Safety,31-12-17,61
2204,514,Equipment Handling,31-12-17,81
1445,353,Equipment Handling,02-01-18,86
867,219,First Aid,03-01-18,89
1963,473,Equipment Handling,03-01-18,100
1,1,First Aid,05-01-18,97
1477,361,Equipment Handling,06-01-18,30
2180,510,Chemical Safety,07-01-18,21
3298,779,Equipment Handling,08-01-18,65
3062,725,Equipment Handling,09-01-18,92
4177,980,Emergency Response,10-01-18,44
2629,623,Chemical Safety,11-01-18,68
3800,890,Fire Safety,11-01-18,81
2460,580,First Aid,12-01-18,95
2519,597,First Aid,12-01-18,67
1283,310,Emergency Response,13-01-18,87
1818,439,Fire Safety,13-01-18,85
1719,417,Equipment Handling,14-01-18,28
2620,621,Fire Safety,14-01-18,46
4215,987,Chemical Safety,14-01-18,18
903,227,First Aid,15-01-18,3
2094,497,Chemical Safety,17-01-18,89
3443,813,Emergency Response,17-01-18,83
2813,670,Chemical Safety,19-01-18,51
1893,457,Equipment Handling,21-01-18,56
494,128,First Aid,23-01-18,92
1989,477,Equipment Handling,24-01-18,78
3211,761,Emergency Response,25-01-18,75
3577,843,First Aid,25-01-18,84
4032,944,Chemical Safety,26-01-18,3
4023,943,First Aid,27-01-18,28
1194,287,Emergency Response,30-01-18,94
3683,862,Emergency Response,31-01-18,80
3602,848,Fire Safety,02-02-18,22
4149,972,Emergency Response,02-02-18,92
461,120,First Aid,03-02-18,81
3676,861,First Aid,05-02-18,53
3110,739,Equipment Handling,06-02-18,35
24,5,First Aid,07-02-18,88
3584,844,Chemical Safety,07-02-18,72
2026,484,Equipment Handling,08-02-18,95
3548,835,Chemical Safety,08-02-18,41
1235,296,First Aid,09-02-18,80
1066,262,Equipment Handling,10-02-18,38
1690,412,Fire Safety,10-02-18,93
1809,438,First Aid,12-02-18,97
2056,491,Chemical Safety,12-02-18,100
2297,540,Chemical Safety,12-02-18,79
3229,764,First Aid,12-02-18,46
3727,870,First Aid,12-02-18,97
234,58,First Aid,13-02-18,99
4077,955,First Aid,13-02-18,75
2253,529,Fire Safety,14-02-18,38
2394,568,First Aid,14-02-18,97
306,79,Emergency Response,15-02-18,96
2409,571,First Aid,16-02-18,96
3070,726,First Aid,16-02-18,90
788,200,Chemical Safety,17-02-18,94
1120,272,Equipment Handling,17-02-18,22
3916,915,Chemical Safety,19-02-18,34
4202,985,Equipment Handling,20-02-18,90
670,172,Equipment Handling,22-02-18,44
349,90,Equipment Handling,23-02-18,99
2979,707,First Aid,23-02-18,95
4040,947,Chemical Safety,23-02-18,87
59,13,First Aid,25-02-18,89
1623,393,Fire Safety,25-02-18,89
3886,909,Fire Safety,26-02-18,93
167,42,First Aid,27-02-18,37
3769,881,First Aid,28-02-18,88
911,229,Equipment Handling,01-03-18,47
2133,503,First Aid,03-03-18,86
3504,827,Fire Safety,03-03-18,98
988,243,Emergency Response,04-03-18,100
1042,255,Emergency Response,04-03-18,94
1898,459,Chemical Safety,04-03-18,93
639,166,Fire Safety,10-03-18,51
3871,905,Equipment Handling,10-03-18,86
1742,420,Emergency Response,12-03-18,85
3692,864,First Aid,12-03-18,29
2608,616,First Aid,13-03-18,28
1075,264,Chemical Safety,14-03-18,93
4003,940,Equipment Handling,14-03-18,29
1594,386,Emergency Response,15-03-18,87
3106,737,First Aid,15-03-18,24
315,81,Chemical Safety,16-03-18,82
615,159,Fire Safety,16-03-18,17
831,211,First Aid,16-03-18,98
2734,649,Emergency Response,16-03-18,71
3033,720,First Aid,16-03-18,40
119,26,Chemical Safety,18-03-18,44
3093,732,Equipment Handling,18-03-18,94
3235,765,Chemical Safety,19-03-18,98
4009,941,Equipment Handling,19-03-18,20
2365,560,Emergency Response,20-03-18,73
2852,677,Emergency Response,20-03-18,77
663,171,First Aid,21-03-18,86
3466,817,First Aid,24-03-18,87
1336,323,Equipment Handling,25-03-18,85
3536,832,Chemical Safety,25-03-18,95
4183,982,Chemical Safety,25-03-18,72
683,174,Emergency Response,26-03-18,100
2544,601,First Aid,26-03-18,89
3865,904,Fire Safety,26-03-18,37
941,233,Chemical Safety,28-03-18,7
4246,991,Emergency Response,29-03-18,57
3849,900,Equipment Handling,01-04-18,89
75,18,First Aid,02-04-18,69
4229,989,Equipment Handling,02-04-18,78
1246,299,Fire Safety,04-04-18,16
3736,871,First Aid,04-04-18,82
292,77,First Aid,05-04-18,91
505,133,Fire Safety,05-04-18,93
887,223,Fire Safety,05-04-18,66
1301,313,First Aid,05-04-18,31
2357,559,Chemical Safety,06-04-18,25
592,150,First Aid,07-04-18,0
417,111,Fire Safety,09-04-18,31
1409,342,Equipment Handling,10-04-18,97
2874,682,Emergency Response,10-04-18,11
725,184,Fire Safety,11-04-18,41
2642,625,Fire Safety,11-04-18,62
1271,307,Fire Safety,13-04-18,31
3307,780,First Aid,13-04-18,91
955,238,Fire Safety,18-04-18,4
3360,792,Fire Safety,19-04-18,89
4238,990,Equipment Handling,20-04-18,27
4279,998,Equipment Handling,20-04-18,99
423,112,Equipment Handling,21-04-18,80
1015,250,Emergency Response,21-04-18,100
2562,605,Equipment Handling,21-04-18,100
1430,349,Fire Safety,22-04-18,83
2039,488,Emergency Response,22-04-18,87
1510,365,Emergency Response,23-04-18,82
731,187,Equipment Handling,24-04-18,81
1155,280,Emergency Response,24-04-18,48
996,246,Equipment Handling,27-04-18,39
4129,967,Emergency Response,27-04-18,27
3284,775,Equipment Handling,29-04-18,83
3995,936,Fire Safety,29-04-18,13
924,231,Fire Safety,30-04-18,84
1307,314,First Aid,04-05-18,85
2213,516,Chemical Safety,04-05-18,97
3323,783,First Aid,04-05-18,1
917,230,Equipment Handling,05-05-18,76
1100,267,Chemical Safety,05-05-18,97
2018,483,Chemical Safety,05-05-18,92
2653,627,Emergency Response,05-05-18,92
4071,954,Emergency Response,06-05-18,22
3372,796,Emergency Response,07-05-18,100
1181,284,Equipment Handling,08-05-18,88
1694,413,Emergency Response,08-05-18,60
2970,706,Fire Safety,10-05-18,68
385,102,Emergency Response,13-05-18,37
607,155,Fire Safety,14-05-18,84
4065,953,Chemical Safety,16-05-18,88
1323,318,Equipment Handling,18-05-18,99
2194,513,Emergency Response,18-05-18,95
3988,935,First Aid,20-05-18,95
1701,414,Fire Safety,22-05-18,72
629,162,Chemical Safety,23-05-18,87
705,179,Chemical Safety,23-05-18,80
2526,598,Equipment Handling,23-05-18,0
530,138,Emergency Response,24-05-18,89
1415,343,Emergency Response,24-05-18,99
39,8,First Aid,25-05-18,83
2077,494,First Aid,29-05-18,98
2490,588,First Aid,30-05-18,18
3052,723,Chemical Safety,30-05-18,48
1873,454,Fire Safety,01-06-18,93
2087,496,Emergency Response,02-06-18,13
2338,553,Equipment Handling,02-06-18,17
2843,676,First Aid,03-06-18,76
579,147,Chemical Safety,04-06-18,90
2786,661,Emergency Response,04-06-18,71
3129,743,Equipment Handling,05-06-18,40
818,208,First Aid,06-06-18,7
2943,700,First Aid,06-06-18,84
4048,948,First Aid,06-06-18,98
3023,718,First Aid,08-06-18,11
3479,821,First Aid,08-06-18,98
1172,283,Equipment Handling,09-06-18,58
2064,492,Equipment Handling,09-06-18,95
1495,363,Equipment Handling,10-06-18,31
173,43,Equipment Handling,11-06-18,59
802,204,First Aid,11-06-18,83
2798,665,Chemical Safety,11-06-18,31
1639,401,First Aid,12-06-18,100
2740,650,Fire Safety,12-06-18,78
3589,845,Emergency Response,12-06-18,15
1392,339,Chemical Safety,13-06-18,16
2658,628,Fire Safety,13-06-18,71
3986,934,First Aid,15-06-18,17
4001,939,Equipment Handling,15-06-18,37
646,167,First Aid,16-06-18,3
2401,569,Emergency Response,17-06-18,37
2803,666,Fire Safety,17-06-18,39
2691,640,Equipment Handling,18-06-18,16
2279,536,Emergency Response,19-06-18,88
1399,340,Equipment Handling,20-06-18,87
2002,480,Chemical Safety,20-06-18,46
3173,753,Chemical Safety,20-06-18,89
1928,465,Chemical Safety,21-06-18,59
2103,498,Equipment Handling,23-06-18,66
2315,544,Chemical Safety,24-06-18,41
2679,635,Emergency Response,24-06-18,98
1270,306,Fire Safety,25-06-18,15
1220,293,Fire Safety,26-06-18,16
3817,892,Chemical Safety,26-06-18,1
1314,316,Emergency Response,27-06-18,21
1735,419,Emergency Response,27-06-18,90
1648,402,First Aid,28-06-18,38
3925,917,Fire Safety,28-06-18,27
3292,776,Emergency Response,30-06-18,95
1979,475,First Aid,01-07-18,24
336,87,Equipment Handling,03-07-18,25
3079,728,Fire Safety,03-07-18,90
486,126,Equipment Handling,04-07-18,60
4135,969,Equipment Handling,04-07-18,30
342,88,Chemical Safety,06-07-18,47
1677,409,Emergency Response,06-07-18,99
3787,887,First Aid,06-07-18,78
228,57,Chemical Safety,07-07-18,84
1789,432,Emergency Response,07-07-18,25
1906,461,Chemical Safety,08-07-18,85
3953,924,Chemical Safety,08-07-18,85
1729,418,First Aid,10-07-18,73
2036,487,Emergency Response,10-07-18,42
546,140,Equipment Handling,11-07-18,8
2699,642,First Aid,12-07-18,54
4192,983,First Aid,12-07-18,90
2915,692,Equipment Handling,13-07-18,58
3892,910,Fire Safety,14-07-18,62
2047,489,Emergency Response,15-07-18,34
2719,647,Equipment Handling,16-07-18,64
3269,772,First Aid,18-07-18,69
3152,749,Fire Safety,19-07-18,60
1582,383,Emergency Response,21-07-18,95
2111,499,Fire Safety,22-07-18,82
2826,672,Emergency Response,22-07-18,80
3946,923,Chemical Safety,22-07-18,64
2833,674,Equipment Handling,23-07-18,17
3497,826,Emergency Response,25-07-18,39
2381,563,First Aid,26-07-18,91
3528,831,Fire Safety,27-07-18,83
3710,867,Equipment Handling,27-07-18,83
563,143,Fire Safety,28-07-18,95
566,144,First Aid,29-07-18,75
2480,587,Chemical Safety,30-07-18,68
2334,552,Emergency Response,01-08-18,28
2575,607,Equipment Handling,01-08-18,54
187,47,First Aid,03-08-18,88
321,84,Emergency Response,03-08-18,88
1548,373,Fire Safety,05-08-18,88
270,73,Equipment Handling,06-08-18,95
2670,633,Emergency Response,06-08-18,34
1213,290,Emergency Response,07-08-18,15
1279,309,Equipment Handling,07-08-18,0
2284,537,Fire Safety,07-08-18,81
1092,266,Chemical Safety,09-08-18,89
966,240,Equipment Handling,11-08-18,74
3611,849,Chemical Safety,11-08-18,71
1845,448,Fire Safety,12-08-18,97
1556,375,Equipment Handling,13-08-18,94
2958,704,Equipment Handling,14-08-18,96
4263,995,Chemical Safety,15-08-18,52
2582,608,Chemical Safety,16-08-18,0
812,206,First Aid,17-08-18,21
1111,270,Equipment Handling,17-08-18,84
2150,506,Emergency Response,17-08-18,98
2929,695,Chemical Safety,18-08-18,30
1596,387,First Aid,19-08-18,93
3205,760,Fire Safety,20-08-18,11
1369,332,Equipment Handling,21-08-18,100
433,114,Chemical Safety,23-08-18,0
782,199,Fire Safety,23-08-18,14
1764,427,Equipment Handling,24-08-18,77
2707,644,Chemical Safety,24-08-18,68
3406,804,Emergency Response,24-08-18,85
1163,282,First Aid,25-08-18,74
1826,440,Chemical Safety,25-08-18,31
3569,841,Chemical Safety,25-08-18,88
2947,701,First Aid,26-08-18,87
2702,643,Equipment Handling,27-08-18,10
3637,855,Equipment Handling,27-08-18,53
520,136,Equipment Handling,28-08-18,76
3618,850,Emergency Response,28-08-18,90
2864,681,Fire Safety,31-08-18,6
147,36,Chemical Safety,01-09-18,93
1355,328,Chemical Safety,01-09-18,93
1997,479,Emergency Response,02-09-18,80
2300,541,Fire Safety,02-09-18,87
123,27,Fire Safety,04-09-18,44
286,76,First Aid,05-09-18,82
1605,388,Chemical Safety,06-09-18,95
3391,801,Chemical Safety,06-09-18,94
1362,330,Equipment Handling,07-09-18,30
1888,456,Equipment Handling,07-09-18,25
3670,860,Equipment Handling,07-09-18,93
1032,252,Emergency Response,09-09-18,85
3625,852,Emergency Response,09-09-18,49
746,191,First Aid,10-09-18,84
1795,433,Emergency Response,10-09-18,5
2010,482,First Aid,11-09-18,24
3218,762,Equipment Handling,11-09-18,89
3161,750,Fire Safety,12-09-18,79
4100,960,First Aid,12-09-18,1
3087,730,Emergency Response,13-09-18,52
1946,471,Fire Safety,14-09-18,96
371,98,First Aid,15-09-18,44
1200,288,Equipment Handling,15-09-18,79
722,183,Chemical Safety,16-09-18,100
3353,790,Equipment Handling,16-09-18,42
1800,434,Chemical Safety,17-09-18,16
1923,464,Emergency Response,17-09-18,6
2506,592,Chemical Safety,17-09-18,80
838,212,Equipment Handling,18-09-18,92
3368,794,Emergency Response,18-09-18,77
224,56,Chemical Safety,19-09-18,88
2884,683,Equipment Handling,19-09-18,88
3935,921,Equipment Handling,19-09-18,49
555,142,Chemical Safety,20-09-18,92
4088,957,Fire Safety,20-09-18,95
1342,324,First Aid,21-09-18,99
2439,576,First Aid,21-09-18,50
3118,740,First Aid,21-09-18,90
1664,406,Equipment Handling,22-09-18,74
3902,911,Chemical Safety,22-09-18,98
299,78,Chemical Safety,23-09-18,73
714,181,First Aid,24-09-18,36
2050,490,Equipment Handling,24-09-18,83
